都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
131237,1372306538,東京都,江戸川区,ニック株式会社江戸川営業所,ニックカブシキガイシャエドガワエイギョウショ,福祉用具貸与,東京都江戸川区平井1-9-7アコルデ石幡1階,アコルデ石幡1階,35.701742500000000,139.848731800000000,03-6684-9153,03-6690-0779,1180001015219,ニック株式会社,1372306538,"平日,土曜日",,,http://www.nick-corp.com/,,,,
131237,1372309664,東京都,江戸川区,ユニオンケア,ユニオンケア,福祉用具貸与,東京都江戸川区上一色2-12-10コーポ司　105,コーポ司　105,35.726915699999990,139.873508500000070,03-6231-4800,036231-4801,7011703002011,株式会社ハートコネクト,1372309664,"平日,土曜日",夏季休暇　　　　８月12日～８月16日（改行）年末年始休暇　１２月29日～１月3日,,,,,,
131237,1372307858,東京都,江戸川区,株式会社トーカイ江戸川営業所,カブシキガイシャトーカイエドガワエイギョウショ,福祉用具貸与,東京都江戸川区一之江4-7-2,,35.690140000000000,139.879348299999950,03-5678-8670,03-3654-9485,8200001003544,株式会社トーカイ,1372307858,平日,土曜、日曜、国民の祝日に関する法律に定める休日に関しては事前連絡により対応可能。年末年始は、12月31日から1月3日まで休業。,,http://www.tokai-corp.com/,,,,
131237,1372306355,東京都,江戸川区,わだつみ福祉用具サービス,ワダツミフクシヨウグサービス,福祉用具貸与,東京都江戸川区瑞江2-22-5グリーンハウス下鎌田１階D室,グリーンハウス下鎌田１階D室,35.695886200000010,139.897929500000030,03-5243-9207,03-5243-9203,7011701014347,株式会社スクーデリア,1372306355,平日,事前の予約がある場合は、相談等に対応いたします。,,https://wadatsumi-s.com/,,,,
132012,1372909752,東京都,八王子市,介護ショップ多摩南,カイゴショップタマミナミ,福祉用具貸与,東京都八王子市上柚木1178,,35.622492899999980,139.370744400000000,042-679-0303,042-679-0202,9030001107023,株式会社プラスケアサポート,1372909752,"平日,祝日",定休日でも、事前にご連絡頂ければ対応可能です。,,https://www.tamaminami-pcs.com,,,,
132012,1372900579,東京都,八王子市,アイム福祉用具サービス,アイムフクシヨウグサービス,福祉用具貸与,東京都八王子市堀之内３丁目４−１２メゾンセレナイト601,,35.628222200000010,139.402889999999990,042-674-6918,042-677-0032,2010101004509,株式会社アイム,1372900579,"平日,土曜日,祝日",,,http://a-i-m-inc.co.jp/,,,,
132012,1372900231,東京都,八王子市,有限会社ケアスタッフ,ユウゲンガイシャケアスタッフ,福祉用具貸与,東京都八王子市中野上町１―８―２２中野田口ビル　2階,中野田口ビル　2階,35.667248825568670,139.330319381614660,042-628-1151,042-627-3310,4010102002385,有限会社ケアスタッフ,1372900231,"平日,祝日",,,https://www.carestaff.tokyo/,,,,
132012,1372900470,東京都,八王子市,株式会社クワバラ,カブシキガイシャクワバラ,福祉用具貸与,東京都八王子市長房町492,,35.651437666458800,139.295938154596300,042-665-0238,042-665-1238,4010101001090,株式会社クワバラ,1372900470,"平日,土曜日",夏季休業・年末年始休業有り,,http://kuwabara-inc.jp,,,,
132012,1372901312,東京都,八王子市,有限会社　十字会ケアステーション,ユウゲンガイシャ　ジュウジカイケアステーション,福祉用具貸与,東京都八王子市めじろ台2丁目1番地の１京王めじろ台マンションA棟1階,京王めじろ台マンションA棟1階,35.643034279253320,139.307302128963220,042-666-0080,042-666-0084,3010102003525,有限会社　十字会ケアステーション,1372901312,"平日,土曜日",但し、ヘルパー派遣は年中無休,,http://www.eisei.or.jp/jyujikai/,,,,
132012,1372901379,東京都,八王子市,さつきメディカル,サツキメディカル,福祉用具貸与,東京都八王子市横川町745番地6,,35.666991700000000,139.302762300000040,042-655-2375,042-655-2376,9010102003008,有限会社さつきメディカル,1372901379,平日,,,http://www.satsuki-m.co.jp,,,,
132012,1372901551,東京都,八王子市,日本オートランニングシステム株式会社,ニホンオートランニングシステムカブシキガイシャ,福祉用具貸与,東京都八王子市並木町24-8コスモ八王子並木町102,コスモ八王子並木町102,35.652521403877024,139.301604638573960,042-673-7833,042-649-7746,8010101002861,日本オートランニングシステム株式会社,1372901551,平日,営業受付時間9：00～17：00,,https://s-ran.co.jp/,,,,
132012,1372901957,東京都,八王子市,有限会社　八南ドラッグ福祉用具貸与事業所,ユウゲンガイシャ　ハチナンドラッグフクシヨウグタイヨジギョウショ,福祉用具貸与,東京都八王子市子安町1-8-16,,35.653266700000000,139.340792700000060,042-642-3773,042-645-9776,6010102005568,有限会社八南ドラッグ,1372901957,平日,電話等により、２４時間常時連絡が可能な体制とする。,,http://www.hachinan.co.jp/,,,,
132012,1372902203,東京都,八王子市,株式会社山六　介護ショップ　ミニロクメイト,カブシキカイシャヤマロク　カイゴショップ　ミニロクメイト,福祉用具貸与,東京都八王子市元本郷町３－１１－１７,,35.663921895051450,139.315491169398800,042-655-0326,042-626-0793,8010101004024,株式会社　山六,1372902203,"平日,土曜日",,,http://www.yamaroku.co.jp/,,,,
132012,1372902484,東京都,八王子市,株式会社トーカイ　多摩営業所,カブシキガイシャトーカイ　タマエイギョウショ,福祉用具貸与,東京都八王子市大和田町2-12-18,,35.662668700000020,139.358904700000040,042-660-1561,042-644-5814,8200001003544,株式会社トーカイ,1372902484,平日,但し、営業日外や営業時間外等の場合、事前の連絡により対応が可能な場合もございます。,,http://www.tokai-corp.com/,,,,
132012,1372903615,東京都,八王子市,アビリティーズ・ケアネット株式会社八王子営業所,アビリティーズケアネットカブシキガイシャハチオウジエイギョウショ,福祉用具貸与,東京都八王子市久保山町1-9-154,,35.688115800000000,139.360120400000030,042-696-5441,042-691-8008,4011001017499,アビリティーズ・ケアネット株式会社,1372903615,平日,併設ショールーム有　月ー金　１０：００－１７：３０（改行）日・祝日お休み（改行）土は配送・電話対応のみ,,http://www.abilities.jp,,,,
132012,1372903664,東京都,八王子市,株式会社シルバー,カブシキガイシャシルバー,福祉用具貸与,東京都八王子市西片倉1-9-2,,35.638374000000000,139.339296000000000,042-632-5010,042-632-5011,2013401006406,株式会社シルバー,1372903664,平日,,,,,,,
132012,1372903680,東京都,八王子市,グリーンプランニング,グリーンプランニング,福祉用具貸与,東京都八王子市大和田町2-3-13　福ﾋﾞﾙ202,,35.663302204101740,139.357205999058580,042-649-8241,042-649-8240,4010101006536,株式会社　グリーンプランニング,1372903680,平日,,,,,,,
132012,1372904753,東京都,八王子市,フランスベッド株式会社メディカル八王子営業所,フランスベッドカブシキガイシャメディカルハチオウジエイギョウショ,福祉用具貸与,東京都八王子市大横町３－９,,35.663334600000000,139.329754500000040,042-620-5251,042-620-5271,5012801004462,フランスベッド株式会社,1372904753,"平日,土曜日",本社　お客様相談室　平日９時～１７時　電話：0120-39-2824,,,,,,
132012,1372904902,東京都,八王子市,ジーピー,ジーピー,福祉用具貸与,東京都八王子市石川町１６３３番地,,35.676255822122314,139.360716974652380,042-656-2320,042-656-2329,8010101007588,株式会社ジーピー,1372904902,平日,お盆と年末年始。,,,,,,
132012,1372907798,東京都,八王子市,株式会社フロンティア　八王子営業所,カブシキガイシャフロンティア　ハチオウジエイギョウショ,福祉用具貸与,東京都八王子市高倉町4番11号,,35.667184900000000,139.363037500000020,042-656-8383,042-656-8384,6120001120886,株式会社フロンティア,1372907798,"平日,土曜日",年末年始の休業：12月30日～1月3日,,http://www.frontier-ph.com/,,,,
132012,1372907889,東京都,八王子市,シルバーサポート・八王子,シルバーサポート・ハチオウジ,福祉用具貸与,東京都八王子市長房町405-1,,35.657873500000000,139.301582199999980,042-673-5582,042-665-1774,5010101006477,シルバーサポート株式会社,1372907889,"平日,土曜日,祝日",土曜日は少人数での体制となります。,,http://www.silver-support.co.jp/,,,,
132012,1372909281,東京都,八王子市,パナソニックエイジフリーショップ八王子,パナソニックエイジフリーショップハチオウジ,福祉用具貸与,東京都八王子市元本郷町2-9-22,,35.663849935429700,139.318227919643400,042-649-6261,042-649-6263,7013401000008,アイキャン株式会社,1372909281,平日,上記時間以外においても、状況により相談に応じます。,,http://www.i-can.jp/care-service/index.html,,,,
132012,1373000759,東京都,八王子市,株式会社ケイアイ　レンタル事業部,カブシキガイシャケイアイ　レンタルジギョウブ,福祉用具貸与,東京都八王子市大和田町3-10-12,,35.659021100000000,139.325871600000030,042-645-3737,042-645-8080,6010101001097,株式会社ケイアイ,1373000759,平日,,,http://www.order-ki.co.jp/,,,,
132012,1373203841,東京都,八王子市,ぷりま福祉用具事業所,プリマフクシヨウグジギョウショ,福祉用具貸与,東京都八王子市鑓水2丁目165番地1,,35.613169200000010,139.348041100000050,042-689-5293,042-675-0175,9010101009690,株式会社ぷりま,1373203841,"平日,土曜日,祝日",,,http://www.purima.co.jp,,,,
132012,1372904274,東京都,八王子市,福祉用具貸与事業所　おおつか,フクシヨウグタイヨジギョウショ　オオツカ,福祉用具貸与,東京都八王子市大塚796-1,,35.638253300000000,139.425372599999950,042-675-5533,042-675-5643,5010102011212,有限会社あいむケアサービス,1372904274,平日,※祝日のある週の土曜日は営業。年末12月31日から年始1月3日まで休み。,,http://aimcare.business1.gogo.jp/,,,,
132012,1372908663,東京都,八王子市,医療法人社団　洋光会　ケアショップわかば,イリョウホウジンシャダン　ヨウコウカイ　ケアショップワカバ,福祉用具貸与,東京都八王子市北野町557-19メゾン根来102,メゾン根来102,35.645573700000000,139.359108000000000,042-649-3367,042-649-3357,9010105001371,医療法人社団洋光会,1372908663,平日,,,,,,,
132012,1372909943,東京都,八王子市,ベスト・ケアーレンタル事業部　八王子,ベスト・ケアーレンタルジギョウブ　ハチオウジ,福祉用具貸与,東京都八王子市元八王子町1丁目488番3号,,35.665843300000000,139.289879000000000,042-649-6819,042-649-6618,1011401005684,株式会社ベスト・ケアー,1372909943,平日,,,https://www.bestcare-kaigo.jp/index.html,,,,
132012,1372905453,東京都,八王子市,福祉用具サービスこもれび,フクシヨウグサービスコモレビ,福祉用具貸与,東京都八王子市元八王子町3-2872-1,,35.653584199999990,139.266442900000000,042-673-3176,042-673-3177,8010105000234,八王子保健生活協同組合,1372905453,平日,,,http://www.hachisei.or.jp,,,,
132012,1372906386,東京都,八王子市,ダスキンヘルスレント八王子ステーション,ダスキンヘルスレントハチオウジステーション,福祉用具貸与,東京都八王子市大和田町５－１６－１２F,２F,35.664353300000000,139.352376899999970,042-631-0131,042-631-0190,9010101003900,株式会社ムラウチホビー,1372906386,平日,,,,,,,
132012,1372909471,東京都,八王子市,じひれん,ジヒレン,福祉用具貸与,東京都八王子市大和田町１－２８－１,,35.656378100000000,139.358800700000000,042-615-1257,042-615-2164,1010103001991,合同会社じひれん,1372909471,平日,,,,,,,
132021,1372903490,東京都,立川市,ゆいまある福祉用具貸与事業所,ユイマアルフクシヨウグタイヨジギョウショ,福祉用具貸与,東京都立川市栄町4-2-123階,3階,35.710303900000000,139.423405700000000,042-528-8399,042-548-1534,2012801001702,株式会社　ゆいまある,1372903490,"平日,祝日",,,https://www.yuimarl.com,,,,
132021,1373000486,東京都,立川市,株式会社　多摩健康企画,カブシキガイシャ　タマケンコウキカク,福祉用具貸与,東京都立川市錦町１丁目２３番５号,,35.696038800000000,139.422875699999960,042-526-0954,042-528-2568,2012801000869,株式会社　多摩健康企画,1373000486,"平日,土曜日",,,,,,,
132021,1373000692,東京都,立川市,株式会社地域保健企画ふくじゅ草,カブシキカイシャチイキホケンキカクフクジュソウ,福祉用具貸与,東京都立川市錦町１－１７－１４,,35.696319300000000,139.421911799999970,042-529-6385,042-548-0630,8012801001036,株式会社地域保健企画,1373000692,"平日,土曜日",,,http://www.miniren.net/hp,,,,
132021,1373002441,東京都,立川市,シルバーはあと立川,シルバーハアトタチカワ,福祉用具貸与,東京都立川市富士見町５－２－７クレストコート富士見１F,クレストコート富士見１F,35.697940075389210,139.401861139581340,042-524-6035,042-528-3886,7010001091023,株式会社ベネッセキャリオス,1373002441,"平日,土曜日",,,https://www.silver-heart.jp/,,,,
132021,1373003027,東京都,立川市,ケアセブン福祉用具販売貸与事業所,ケアセブンフクシヨウグハンバイタイヨジギョウショ,福祉用具貸与,東京都立川市柏町2-16-3ユニティーノジマ202,ユニティーノジマ202,35.720987000000000,139.415730500000000,042-537-8780,042-534-1319,9012801010416,ネクストイノベーション株式会社,1373003027,平日,年末年始(12/29～1/3),,https://nextinnovation.co.jp/care-7/,,,,
132021,1373003563,東京都,立川市,株式会社フロンティア立川営業所,カブシキガイシャ　フロンティア　タチカワエイギョウショ,福祉用具貸与,東京都立川市栄町6-1立飛ビル6号館102号室,立飛ビル6号館102号室,35.715946893669525,139.423119022090130,042-538-2100,042-535-2210,6120001120886,株式会社フロンティア,1373003563,"平日,土曜日",年末年始12/30～1/3は除く,,https://www.frontier-ph.com/,,,,
132021,1373400124,東京都,立川市,株式会社ファミリー,カブシキガイシャファミリー,福祉用具貸与,東京都立川市錦町３丁目５番8号アデナ立川102号,アデナ立川102号,35.692921300000000,139.419261100000000,042‐548‐1172,042‐519‐3722,6012401017905,株式会社ファミリー,1373400124,平日,土日祝曜日、応相談,,,,,,
132021,1373002029,東京都,立川市,きぼう,キボウ,福祉用具貸与,東京都立川市栄町2丁目38-4,,35.711320500000000,139.430632800000000,042-538-7712,042-538-7731,1012701011018,株式会社イノセント,1373002029,"平日,土曜日",,,http://innocent-kaigo.co.jp/,,,,
132039,1371400928,東京都,武蔵野市,株式会社やさしい手　住環境事業部　武蔵野営業所,カブシキガイシャヤサシイテジュウカンキョウジギョウブムサシノエイギョウショ,福祉用具貸与,東京都　武蔵野市　西久保3-18-14ローズマンション１階,ローズマンション１階,35.712292900000000,139.558938700000000,050-1752-5772,050-3852-0485,8013201005965,株式会社　やさしい手,1371400928,平日,,,http://www.yasashiite.com,,,,
132039,1373300506,東京都,武蔵野市,アビリティーズ・ケアネット株式会社　吉祥寺営業所,アビリティーズ・ケアネットカブシキカイシャ　キチジョウジエイギョウショ,福祉用具貸与,東京都武蔵野市吉祥寺本町3-11-1本町池田ビル1階,本町池田ビル1階,35.704912091274240,139.571078552114870,0422-68-3400,0422-68-3401,4011001017499,アビリティーズ・ケアネット株式会社,1373300506,平日,土曜日は配送・電話受付のみ対応,,http://www.abilities.jp/,,,,
132039,1373300795,東京都,武蔵野市,三要介護サービス,サンヨウカイゴサービス,福祉用具貸与,東京都武蔵野市吉祥寺東町1-8-9,,35.708294100000000,139.582800799999970,0422-22-3176,0422-22-0323,3012401011241,三要エンタープライズ株式会社,1373300795,"平日,土曜日,日曜日,祝日",土曜、日曜、祝日は電話受付（留守番電話対応）のみです。,,,,,,
132039,1373302817,東京都,武蔵野市,あしすと福祉用具事業所,アシストフクシヨウグジギョウショ,福祉用具貸与,東京都武蔵野市吉祥寺本町1-28-6迦葉武蔵野第３マンション１０７号室,迦葉武蔵野第３マンション１０７号室,35.705218400000000,139.583430000000000,080-4150-1523,0422-22-1502,3012401037071,株式会社あしすと,1373302817,"平日,土曜日",年間休日１１０日,,,,,,
132047,1373602125,東京都,三鷹市,ダスキンヘルスレント三鷹ステーション,ダスキンヘルスレントミタカステーション,福祉用具貸与,東京都三鷹市野崎1-14-4エクリーンミタカ101,エクリーンミタカ101,35.681404100000000,139.551888299999970,0422-31-8121,0422-31-2941,9010101003900,株式会社　ムラウチホビー,1373602125,平日,,,,,,,
132047,1373600178,東京都,三鷹市,サカイ・ヘルスケアー三鷹店,サカイ・ヘルスケアーミタカテン,福祉用具貸与,東京都三鷹市下連雀9-3-15,,35.683890700000000,139.562042300000030,0422-42-6811,0422-41-2722,9012401012481,株式会社サカイ・ヘルスケアー,1373600178,"平日,土曜日",,,http://www.sakai-hc.co.jp,,,,
132047,1373600657,東京都,三鷹市,介護ショップまざぁぐーす,カイゴショップマザァグース,福祉用具貸与,東京都三鷹市新川6－20－2杏林大学医学部付属病院内,杏林大学医学部付属病院内,35.677480400000000,139.566503199999940,0422-44-4908,0422-44-4908,1012401013421,株式会社ＫＲＬ,1373600657,"平日,土曜日",,,http://www.krgroup.co.jp,,,,
132047,1373600954,東京都,三鷹市,株式会社　三鷹ナース・ヘルパーセンター,カブシキガイシャ　ミタカナース・ヘルパーセンター,福祉用具貸与,東京都三鷹市上連雀７－８－２８,,35.694203200000000,139.552906700000000,0422-47-6850,0422-47-4901,8012401015139,株式会社　三鷹ナース・ヘルパーセンター,1373600954,平日,,,http://mnhc.jp/,,,,
132047,1373601945,東京都,三鷹市,パナソニックエイジフリーショップ武蔵野三鷹,パナソニックエイジフリーショップムサシノミタカ,福祉用具貸与,東京都三鷹市大沢４丁目１０－１９,,35.669182852848560,139.537708020463640,0422-30-3801,0422-30-0270,1012701003766,日建リース工業株式会社,1373601945,"平日,土曜日,日曜日,祝日",,,http://www.kaigoshop.net/musashino/,,,,
132055,1372800910,東京都,青梅市,有限会社アイケアーサービス青梅,ユウゲンガイシャアイケアーサービスオウメ,福祉用具貸与,東京都青梅市東青梅一丁目7番地8,,35.788242900000000,139.273930000000060,0428-22-2321,0428-22-2387,9013102005642,有限会社アイケアーサービス青梅,1372800910,"平日,土曜日",時間外・日曜・祝日・年末年始は電話で対応します。,,http://www.ai-care.co.jp,,,,
132055,1372800969,東京都,青梅市,地域ケアサポートステーション　ここひろ青梅　ここひろショップ,チイキケアサポートステーション　ココヒロオウメ　ココヒロショップ,福祉用具貸与,東京都青梅市河辺町1-816-10,,35.778149967569000,139.289843435889560,0428-23-8220,0428-23-8254,6013102006049,有限会社　心のひろば,1372800969,"平日,土曜日,祝日",祝日・祭日も必要に応じて営業しております。（改行）時間外対応もできるだけご相談に応じます。,,http://www.kokohiro.jp/,,,,
132055,1372802098,東京都,青梅市,ふれあい工房青梅営業所,フレアイコウボウオウメエイギョウショ,福祉用具貸与,東京都青梅市野上町4-5-7スカイハイツいせひろ　102号,スカイハイツいせひろ　102号,35.788281699999990,139.288382999999980,0428-84-2382,0428-84-2383,4012702013282,有限会社ふれあい工房,1372802098,"平日,土曜日",ご相談により、日曜、祝日（年末年始含む）対応可,,http://fureaikoubou.jp/,,,,
132063,1371203801,東京都,府中市,株式会社セリオ　東京西営業所,カブシキガイシャセリオ　トウキョウニシエイギョウショ,福祉用具貸与,東京都府中浅間町4-22-20,,35.674391600000010,139.456174199999960,042-369-7215,042-369-7201,8080401002745,株式会社セリオ,1371203801,平日,,,http://serio888.net/,,,,
132063,1373803806,東京都,府中市,ＳＯＭＰＯケア　府中　福祉用具,ソンポケア　フチュウ　フクシヨウグ,福祉用具貸与,東京都府中市宮西町2-16-2府中第一生命ビル2階,府中第一生命ビル2階,35.669800100000020,139.478105299999980,042-370-1910,042-370-1912,1260001015656,ＳＯＭＰＯケア株式会社,1373803806,平日,,,https://www.sompocare.com,,,,
132063,1373800083,東京都,府中市,株式会社エム・エス・シー　西東京支援センター,カブシキガイシャエム・エス・シーニシトウキョウシエンセンター,福祉用具貸与,東京都府中市府中町1-12-7センタービル2階,センタービル2階,35.673428500000000,139.480461000000000,042-368-7911,042-364-5409,5012401000259,株式会社エム・エス・シー,1373800083,"平日,土曜日,日曜日,祝日",時間外については携帯電話で対応する,,http://www.msc-gr.co.jp/msc/,,,,
132063,1373800554,東京都,府中市,有限会社　ティー・オー・ピー　府中店,ユウゲンガイシャ　ティー・オー・ピー　フチュウテン,福祉用具貸与,東京都府中市矢崎町４－１大東京綜合卸売センター456,大東京綜合卸売センター456,35.658563000000000,139.478542400000040,042-367-0660,042-367-0530,5012402001792,有限会社ティー・オー・ピー,1373800554,"平日,土曜日",,,,,,,
132063,1373802865,東京都,府中市,ニック株式会社　府中営業所,ニックカブシキガイシャ　フチュウエイギョウショ,福祉用具貸与,東京都府中市清水が丘3-17-2,,35.666642019365740,139.501995386652200,042-318-9478,042-318-9489,1180001015219,ニック株式会社,1373802865,"平日,土曜日",,,http://www.nick-corp.com,,,,
132063,1373803368,東京都,府中市,パナソニックエイジフリーショップ府中,パナソニックエイジフリーショップフチュウ,福祉用具貸与,東京都府中市小柳町二丁目２９番地２シティコア内海１F,シティコア内海１F,35.662093000000006,139.501412200000000,042-340-5581,042-340-5584,5120001158234,パナソニックエイジフリー株式会社,1373803368,"平日,土曜日",営業時間以外においても利用者の状況等により相談に応じます。,,http://sumai.panasonic.jp/agefree/shop/search/shop_detail.php?shop=970,,,,
132063,1373803509,東京都,府中市,フランスベッド株式会社メディカル府中営業所,フランスベッドカブシキガイシャメディカルフチュウエイギョウショ,福祉用具貸与,東京都府中市府中町２－２３－１コーポ碧１０１,コーポ碧１０１,35.676056100000000,139.484355000000050,042-330-7701,042-367-7710,5012801004462,フランスベッド株式会社,1373803509,"平日,土曜日",本社　お客様相談室　平日：９時～１７時　電話　0120-39-2824,,https://www.francebed.co.jp,,,,
132063,1373803962,東京都,府中市,株式会社フロンティア府中営業所,カブシキガイシャフロンティアフチュウエイギョウショ,福祉用具貸与,東京都府中市片町3-33-2,,35.667911400000020,139.468704500000030,042-368-8041,042-368-3018,6120001120886,株式会社フロンティア,1373803962,"平日,土曜日",年末年始の休業：12月30日～1月3日,,https://www.frontier-ph.com/,,,,
132063,1373804093,東京都,府中市,グッドケア,グッドケア,福祉用具貸与,東京都府中市四谷4-52-31シティハイム小松原103,シティハイム小松原103,35.668448400000000,139.439815100000000,042-319-9344,042-319-9354,3021001058196,株式会社けやきサポートさがみ,1373804093,平日,土曜日、時間外、休業日に関しましては、事前にご相談いただければご対応致します。,,,,,,
132063,1373804242,東京都,府中市,すりいでぃ府中,スリイディフチュウ,福祉用具貸与,東京都府中市清水が丘3-29-4第2糟谷コーポ102,第2糟谷コーポ102,35.665515000000000,139.502543300000000,042-306-9801,042-306-9802,3011201002764,株式会社スリーディメンション,1373804242,平日,お盆休み8月12～15日　年末年始休み　12月28日～1月3日,,,,,,
132063,1374101200,東京都,府中市,ケア２１ライフプラス東京西部,ケアニジュウイチライフプラストウキョウセイブ,福祉用具貸与,東京都府中市分梅町5-30-1１Ｆ,１Ｆ,35.661380700000020,139.464913300000000,042-352-8321,042-363-8101,4011701020430,株式会社ケア２１ライフプラス,1374101200,平日,上記以外の時間帯においても、お引き受けできる場合がございます。,,http://www.care21.co.jp/,,,,
132071,1370101642,東京都,昭島市,剛田レンタル,ゴウダレンタル,福祉用具貸与,東京都昭島市美堀町２－１－６,,35.723760800000010,139.365336600000000,042-519-7587,042-519-7588,6010001087518,株式会社アトリエ・K,1370101642,"平日,祝日",,,,,,,
132071,1373000999,東京都,昭島市,パナソニックエイジフリーショップ　立川,パナソニックエイジフリーショップ　タチカワ,福祉用具貸与,東京都昭島市中神町3-8-28,,35.698400803296180,139.370011342704170,042-519-7817,042-519-7818,7013401000008,アイキャン株式会社,1373000999,平日,営業日・時間は、ご利用者様の状況等により、相談に応じます。,,http://www.i-can.jp/care-service/index.html,,,,
132071,1374000188,東京都,昭島市,株式会社サカイ・ヘルスケアー昭島店,カブシキガイシャサカイ・ヘルスケアーアキシマテン,福祉用具貸与,東京都昭島市昭和町4-11-20,,35.711679700000000,139.362369500000000,042-545-3388,042-545-7788,9012401012481,株式会社サカイ・ヘルスケアー,1374000188,"平日,土曜日",,,http://www.sakai-hc.co.jp,,,,
132071,1374000253,東京都,昭島市,西東京メディカル株式会社,ニシトウキョウメディカルカブシキガイシャ,福祉用具貸与,東京都昭島市田中町2-28-43,,35.705002400000000,139.351312399999980,042-545-7277,042-545-7299,7012801002456,西東京メディカル株式会社,1374000253,"平日,土曜日",,,,,,,
132071,1374000535,東京都,昭島市,有限会社　エイチビーエル,ユウゲンガイシャ　エイチビーエル,福祉用具貸与,東京都昭島市中神町１１４５－３キマチビル１０１号,キマチビル１０１号,35.713950349225684,139.376284239564480,042-549-0675,042-549-0875,5012802007035,有限会社エイチビーエル,1374000535,平日,,,,,,,
132071,1374000675,東京都,昭島市,スマイルケア昭和の森,スマイルケアショウワノモリ,福祉用具貸与,東京都昭島市代官山3-1-1,,35.716823566312875,139.358812050663600,042-500-8682,042-500-8687,2012801023746,昭和の森スマイルケア株式会社,1374000675,"平日,祝日",特になし,,http://www.showanomori-as.co.jp/smilecare/,,,,
132071,1374000766,東京都,昭島市,あいサンテ,アイサンテ,福祉用具貸与,東京都昭島市中神町1157-17小路ビル２F,小路ビル２F,35.712450323124850,139.375360597344980,042-506-8823,042-546-5212,4012802010634,有限会社あいサンテ,1374000766,平日,24時間電話対応　土曜日は臨時対応。,,,,,,
132071,1374001533,東京都,昭島市,メディケアセンター昭島,メディケアセンターアキシマ,福祉用具貸与,東京都昭島市松原町2-12-11,,35.714981700000000,139.348728899999970,042-519-7422,042-549-0640,8021001002240,株式会社メディケアー,1374001533,"平日,土曜日,祝日",,,http://www.mc-tehart.com/,,,,
132071,1374001772,東京都,昭島市,ケアセンターほのほの,ケアセンターホノホノ,福祉用具貸与,東京都昭島市中神町1148-144エスペランサ昭島1Ｆ,エスペランサ昭島1Ｆ,35.713081843605500,139.377970432506120,042-541-1412,042-541-1413,6012803001647,合同会社ほのほの,1374001772,平日,,,http://www.honohono-llc.com,,,,
132071,1374001897,東京都,昭島市,フランスベッド株式会社　メディカル昭島営業所,フランスベッドカブシキガイシャメディカルアキシマエイギョウショ,福祉用具貸与,東京都昭島市中神町1148番地53階,3階,35.712529514932000,139.377022960188270,042-510-2811,042-510-5322,5012801004462,フランスベッド株式会社,1374001897,"平日,土曜日",本社　お客様相談室　平日：9時～17時　電話0120-39-2824,,,,,,
132080,1374200861,東京都,調布市,アースサポート調布,アースサポートチョウフ,福祉用具貸与,東京都調布市東つつじヶ丘1丁目5番2号,,35.659663300000000,139.576053300000000,03-5315-3655,03-5315-7877,2011001027780,アースサポート株式会社,1374200861,"平日,土曜日,祝日",なし,,https://www.earthsupport.co.jp,,,,
132080,1374201943,東京都,調布市,フランスベッド株式会社メディカル調布営業所,フランスベッドカブシキガイシャメディカルチョウフエイギョウショ,福祉用具貸与,東京都調布市菊野台１－２－１,,35.653497600000000,139.562985600000050,042-488-3701,042-488-3731,5012801004462,フランスベッド株式会社,1374201943,"平日,土曜日",本社　お客様相談室　平日：９時～１７時　電話　0120-39-2824,,,,,,
132080,1374202727,東京都,調布市,ケアウェル調布店,ケアウェルチョウフテン,福祉用具貸与,東京都調布市深大寺南５－４６－４,,35.666756700000000,139.559643199999980,０４２－４４４－０９６１,０４２－４４４－０９７１,8010001104840,ケアウェル安心株式会社,1374202727,平日,年末年始、夏季休暇あり。,,http://www.carewell.co.jp,,,,
132080,1374203576,東京都,調布市,株式会社ヤマシタ調布営業所,カブシキガイシャヤマシタチョウフエイギョウショ,福祉用具貸与,東京都調布市布田1－45－6調布東口ビル201,調布東口ビル201,35.652435499999996,139.545692100000000,042-443-6500,050-3153-0595,7080001005414,株式会社ヤマシタ,1374203576,"平日,土曜日,日曜日,祝日",＊調布営業所の開設は月～金。サービス提供は365日対応（土、日、祭日含む）（改行）＊事務所に商品展示、商品在庫はありません,,https://yco.co.jp,,,,
132080,1374203659,東京都,調布市,株式会社愛安住　調布営業所,カブシキガイシャアイアンジュウ　チョウフエイギョウショ,福祉用具貸与,東京都調布市布田３－４５－６,,35.649765591025560,139.550740931693670,042-444-5785,042-444-5786,6190001009009,株式会社愛安住,1374203659,"平日,土曜日",時間外は留守番電話、緊急対応については留守番電話にて緊急時対応電話番号をご案内しています。,,https://www.aianju.co.jp,,,,
132080,1375100458,東京都,調布市,株式会社カンパニュラ,カブシキガイシャカンパニュラ,福祉用具貸与,東京都調布市上石原3-56-16,,35.648534282381960,139.523546025317160,042-480-2675,042-446-2662,5013401005982,株式会社カンパニュラ,1375100458,平日,事前にご相談あれば対応いたしますのでご相談下さい。,,http://campanula-group.com,,,,
